$ sh -c pmset -g log | grep -E "Sleep|Wake|DarkWake|Display is turned|Notification" | tail -400
2026-09-15 07:33:57 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009274 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:34:10 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:13  id:0x0x500009274 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:34:10 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009276 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:34:12 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:02  id:0x0x500009276 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:34:12 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009277 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:34:15 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:02  id:0x0x500009277 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:34:15 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009278 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:34:20 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:04  id:0x0x500009278 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:34:51 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:01:00  id:0x0x100009272 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:36:46 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:01:53  id:0x0x10000927b [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:37:14 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x50000934c [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:37:22 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:07  id:0x0x50000934c [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:37:22 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x50000934e [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:37:30 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:07  id:0x0x50000934e [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:37:30 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009362 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:37:33 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:02  id:0x0x500009362 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:37:34 -0400 Assertions          	PID 806(useractivityd) Summary PreventUserIdleSystemSleep "BTLEAdvertisement.598F0252-2EB3-4845-96F6-EF711895CB8C" 00:00:01  id:0x0x100009363 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:37:34 -0400 Assertions          	PID 96046(Google Chrome) Summary NoIdleSleepAssertion "Playing audio" 00:00:19  id:0x0x10000934d [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:37:34 -0400 Assertions          	PID 400(bluetoothd) Summary PreventUserIdleSystemSleep "com.apple.BTStack" 00:00:48  id:0x0x100009340 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:37:34 -0400 Assertions          	PID 657(sharingd) Summary PreventUserIdleSystemSleep "Handoff" 00:11:42  id:0x0x1000091d3 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:37:34 -0400 Assertions          	PID 428(coreaudiod) Summary PreventUserIdleSystemSleep "com.apple.audio.BuiltInSpeakerDevice.context.preventuseridlesleep" 00:11:46  id:0x0x100009071 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:37:34 -0400 Assertions          	PID 351(powerd) Summary PreventUserIdleSystemSleep "Powerd - Prevent sleep while display is on" 00:33:40  id:0x0x1000098ca [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:37:34 -0400 Assertions          	PID 60391(Claude) Summary NoIdleSleepAssertion "Electron" 14:06:53  id:0x0x1000089ba [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:37:34 -0400 Assertions          	PID 657(sharingd) Summary PreventUserIdleSystemSleep "AirDrop" 95:03:12  id:0x0x10000a509 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:37:34 -0400 Assertions          	PID 91023(caffeinate) Summary PreventUserIdleSystemSleep "caffeinate command-line tool" 132:16:43 id:0x0x1000089f7 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:37:34 -0400 Assertions          	PID 351(powerd) Summary InternalPreventDisplaySleep "com.apple.powermanagement.delayDisplayOff" 00:00:01  id:0x0x100000842b [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:37:36 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009364 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:37:42 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:05  id:0x0x500009364 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:38:00 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009367 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:38:02 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:02  id:0x0x500009367 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:38:02 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009369 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:38:10 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:07  id:0x0x500009369 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:38:10 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x50000936a [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:38:14 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:04  id:0x0x50000936a [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:38:14 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x50000936b [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:38:34 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:01:47  id:0x0x100009340 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:39:15 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:01:00  id:0x0x50000936b [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:39:17 -0400 Assertions          	PID 96046(Google Chrome) Released NoIdleSleepAssertion "Playing audio" 00:01:17  id:0x0x100009368 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:39:25 -0400 Assertions          	PID 428(coreaudiod) TurnedOff PreventUserIdleSystemSleep "com.apple.audio.BuiltInSpeakerDevice.context.preventuseridlesleep" 00:01:24  id:0x0x1000090a9 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:39:28 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x50000938e [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:40:08 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:01:18  id:0x0x10000936f [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:40:25 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:57  id:0x0x50000938e [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:40:25 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009396 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:40:29 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:04  id:0x0x500009396 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:40:29 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009399 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:40:45 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:15  id:0x0x500009399 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:40:45 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000093a5 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:41:59 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:01:14  id:0x0x5000093a5 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:41:59 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000093b0 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:41:59 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000093b0 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:42:02 -0400 Assertions          	PID 96046(Google Chrome) Released NoIdleSleepAssertion "Playing audio" 00:02:33  id:0x0x10000938f [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:42:09 -0400 Assertions          	PID 428(coreaudiod) TurnedOff PreventUserIdleSystemSleep "com.apple.audio.BuiltInSpeakerDevice.context.preventuseridlesleep" 00:02:41  id:0x0x1000090a9 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:42:14 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000093c1 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:42:19 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:04  id:0x0x5000093c1 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:42:20 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000093d3 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:42:21 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:01  id:0x0x5000093d3 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:42:21 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000093d6 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:42:37 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:15  id:0x0x5000093d6 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:42:37 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000093ef [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:42:47 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:01:03  id:0x0x1000093ae [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:42:49 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:12  id:0x0x5000093ef [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:42:49 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009402 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:43:21 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:32  id:0x0x500009402 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:43:21 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009424 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:43:27 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:05  id:0x0x500009424 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:43:28 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009425 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:43:37 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:09  id:0x0x500009425 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:43:37 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009426 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:43:38 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:01  id:0x0x500009426 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:43:40 -0400 Assertions          	PID 96046(Google Chrome) Released NoIdleSleepAssertion "Playing audio" 00:01:18  id:0x0x1000093d7 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:43:48 -0400 Assertions          	PID 428(coreaudiod) TurnedOff PreventUserIdleSystemSleep "com.apple.audio.BuiltInSpeakerDevice.context.preventuseridlesleep" 00:01:34  id:0x0x1000090a9 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:44:50 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009429 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:45:14 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:01:53  id:0x0x100009423 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:46:17 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:01:26  id:0x0x500009429 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:46:17 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009435 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:46:24 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:07  id:0x0x500009435 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:46:24 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009437 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:46:37 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:12  id:0x0x500009437 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:46:37 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x50000943c [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:46:40 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:02  id:0x0x50000943c [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:46:42 -0400 Assertions          	PID 96046(Google Chrome) Released NoIdleSleepAssertion "Playing audio" 00:01:51  id:0x0x10000942a [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:46:50 -0400 Assertions          	PID 428(coreaudiod) TurnedOff PreventUserIdleSystemSleep "com.apple.audio.BuiltInSpeakerDevice.context.preventuseridlesleep" 00:01:59  id:0x0x1000090a9 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:50:33 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:04:19  id:0x0x100009434 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:51:40 -0400 Assertions          	PID 351(powerd) TimedOut InternalPreventDisplaySleep "com.apple.powermanagement.delayDisplayOff" 00:05:00  id:0x0x100000842b [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:52:34 -0400 Assertions          	PID 428(coreaudiod) Summary PreventUserIdleSystemSleep "com.apple.audio.BuiltInSpeakerDevice.context.preventuseridlesleep" 00:00:02  id:0x0x100009125 [System: PrevIdle DeclUser kDisp]          
2026-09-15 07:52:34 -0400 Assertions          	PID 657(sharingd) Summary PreventUserIdleSystemSleep "Handoff" 00:26:42  id:0x0x1000091d3 [System: PrevIdle DeclUser kDisp]          
2026-09-15 07:52:34 -0400 Assertions          	PID 428(coreaudiod) Summary PreventUserIdleSystemSleep "com.apple.audio.BuiltInSpeakerDevice.context.preventuseridlesleep" 00:26:46  id:0x0x100009071 [System: PrevIdle DeclUser kDisp]          
2026-09-15 07:52:34 -0400 Assertions          	PID 351(powerd) Summary PreventUserIdleSystemSleep "Powerd - Prevent sleep while display is on" 00:48:40  id:0x0x1000098ca [System: PrevIdle DeclUser kDisp]          
2026-09-15 07:52:34 -0400 Assertions          	PID 60391(Claude) Summary NoIdleSleepAssertion "Electron" 14:21:54  id:0x0x1000089ba [System: PrevIdle DeclUser kDisp]          
2026-09-15 07:52:34 -0400 Assertions          	PID 657(sharingd) Summary PreventUserIdleSystemSleep "AirDrop" 95:18:12  id:0x0x10000a509 [System: PrevIdle DeclUser kDisp]          
2026-09-15 07:52:34 -0400 Assertions          	PID 91023(caffeinate) Summary PreventUserIdleSystemSleep "caffeinate command-line tool" 132:31:43 id:0x0x1000089f7 [System: PrevIdle DeclUser kDisp]          
2026-09-15 07:56:53 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009491 [System: PrevIdle PrevDisp DeclUser kDisp]          
2026-09-15 07:57:06 -0400 Assertions          	PID 351(powerd) TurnedOn InternalPreventDisplaySleep "com.apple.powermanagement.delayDisplayOff" 00:00:00  id:0x0x100000842b [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:57:06 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:12  id:0x0x500009491 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:57:06 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009493 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:57:49 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:43  id:0x0x500009493 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:57:49 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x50000949a [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:57:59 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:09  id:0x0x50000949a [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:57:59 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x50000949c [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:57:59 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x50000949c [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:57:59 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x50000949d [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:58:00 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:01  id:0x0x50000949d [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:58:03 -0400 Assertions          	PID 96046(Google Chrome) Released NoIdleSleepAssertion "Playing audio" 00:01:09  id:0x0x100009492 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:58:10 -0400 Assertions          	PID 428(coreaudiod) TurnedOff PreventUserIdleSystemSleep "com.apple.audio.BuiltInSpeakerDevice.context.preventuseridlesleep" 00:01:17  id:0x0x1000090a9 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:58:23 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000094a0 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:58:24 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000094a0 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:58:40 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000094a3 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:59:00 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:20  id:0x0x5000094a3 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:59:28 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000094ab [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:59:29 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:01  id:0x0x5000094ab [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 07:59:32 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000094ac [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 07:59:42 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:10  id:0x0x5000094ac [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:01:07 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:02:11  id:0x0x1000094a6 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:03:56 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:01:37  id:0x0x1000094bc [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:04:42 -0400 Assertions          	PID 351(powerd) TimedOut InternalPreventDisplaySleep "com.apple.powermanagement.delayDisplayOff" 00:05:00  id:0x0x100000842b [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:05:08 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:01:11  id:0x0x1000094c6 [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:07:34 -0400 Assertions          	PID 806(useractivityd) Summary PreventUserIdleSystemSleep "BTLEAdvertisement.C2296773-9113-475D-8CE8-396A87603A60" 00:00:03  id:0x0x1000094de [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:07:34 -0400 Assertions          	PID 400(bluetoothd) Summary PreventUserIdleSystemSleep "com.apple.BTStack" 00:01:40  id:0x0x1000094d9 [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:07:34 -0400 Assertions          	PID 657(sharingd) Summary PreventUserIdleSystemSleep "Handoff" 00:41:42  id:0x0x1000091d3 [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:07:34 -0400 Assertions          	PID 428(coreaudiod) Summary PreventUserIdleSystemSleep "com.apple.audio.BuiltInSpeakerDevice.context.preventuseridlesleep" 00:41:46  id:0x0x100009071 [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:07:34 -0400 Assertions          	PID 351(powerd) Summary PreventUserIdleSystemSleep "Powerd - Prevent sleep while display is on" 01:03:40  id:0x0x1000098ca [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:07:34 -0400 Assertions          	PID 60391(Claude) Summary NoIdleSleepAssertion "Electron" 14:36:54  id:0x0x1000089ba [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:07:34 -0400 Assertions          	PID 657(sharingd) Summary PreventUserIdleSystemSleep "AirDrop" 95:33:12  id:0x0x10000a509 [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:07:34 -0400 Assertions          	PID 91023(caffeinate) Summary PreventUserIdleSystemSleep "caffeinate command-line tool" 132:46:44 id:0x0x1000089f7 [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:09:44 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:03:49  id:0x0x1000094d9 [System: PrevIdle DeclUser kDisp]          
