$ sh -c pmset -g log | grep -E "Sleep|Wake|DarkWake|Display is turned|Notification" | tail -400
2026-09-15 08:12:09 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:01:10  id:0x0x10000950d [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:14:27 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:01:29  id:0x0x100009522 [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:18:25 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:02:33  id:0x0x100009536 [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:22:09 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:03:42  id:0x0x100009550 [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:22:34 -0400 Assertions          	PID 400(bluetoothd) Summary PreventUserIdleSystemSleep "com.apple.BTStack" 00:00:24  id:0x0x100009562 [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:22:34 -0400 Assertions          	PID 657(sharingd) Summary PreventUserIdleSystemSleep "Handoff" 00:56:42  id:0x0x1000091d3 [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:22:34 -0400 Assertions          	PID 428(coreaudiod) Summary PreventUserIdleSystemSleep "com.apple.audio.BuiltInSpeakerDevice.context.preventuseridlesleep" 00:56:46  id:0x0x100009071 [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:22:34 -0400 Assertions          	PID 351(powerd) Summary PreventUserIdleSystemSleep "Powerd - Prevent sleep while display is on" 01:18:40  id:0x0x1000098ca [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:22:34 -0400 Assertions          	PID 60391(Claude) Summary NoIdleSleepAssertion "Electron" 14:51:54  id:0x0x1000089ba [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:22:34 -0400 Assertions          	PID 657(sharingd) Summary PreventUserIdleSystemSleep "AirDrop" 95:48:12  id:0x0x10000a509 [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:22:34 -0400 Assertions          	PID 91023(caffeinate) Summary PreventUserIdleSystemSleep "caffeinate command-line tool" 133:01:44 id:0x0x1000089f7 [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:24:17 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:01:00  id:0x0x10000956a [System: PrevIdle DeclUser kDisp]          
2026-09-15 08:32:28 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000095e5 [System: PrevIdle PrevDisp DeclUser kDisp]          
2026-09-15 08:32:30 -0400 Assertions          	PID 351(powerd) TurnedOn InternalPreventDisplaySleep "com.apple.powermanagement.delayDisplayOff" 00:00:00  id:0x0x100000842b [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:32:30 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:01  id:0x0x5000095e5 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:33:11 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:03:31  id:0x0x1000095d4 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:34:21 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:01:00  id:0x0x1000095e9 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:34:39 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009619 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:35:41 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:01:01  id:0x0x500009619 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:35:41 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009637 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:23 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:41  id:0x0x500009637 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:23 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x50000963e [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleDisplaySleep "com.apple.audio.context16964.preventuseridledisplaysleep" 00:02:07  id:0x0x5000095fa [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleSystemSleep "com.apple.audio.context16964.preventuseridlesleep" 00:02:07  id:0x0x1000095f9 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleDisplaySleep "com.apple.audio.context16965.preventuseridledisplaysleep" 00:02:07  id:0x0x5000095fc [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleSystemSleep "com.apple.audio.context16965.preventuseridlesleep" 00:02:07  id:0x0x1000095fb [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleDisplaySleep "com.apple.audio.context16966.preventuseridledisplaysleep" 00:02:07  id:0x0x5000095fe [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleSystemSleep "com.apple.audio.context16966.preventuseridlesleep" 00:02:07  id:0x0x1000095fd [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleDisplaySleep "com.apple.audio.context16967.preventuseridledisplaysleep" 00:02:07  id:0x0x500009600 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleSystemSleep "com.apple.audio.context16967.preventuseridlesleep" 00:02:07  id:0x0x1000095ff [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleDisplaySleep "com.apple.audio.context16968.preventuseridledisplaysleep" 00:02:07  id:0x0x500009602 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleSystemSleep "com.apple.audio.context16968.preventuseridlesleep" 00:02:07  id:0x0x100009601 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleDisplaySleep "com.apple.audio.context16969.preventuseridledisplaysleep" 00:02:07  id:0x0x500009604 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleSystemSleep "com.apple.audio.context16969.preventuseridlesleep" 00:02:07  id:0x0x100009603 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleDisplaySleep "com.apple.audio.context16970.preventuseridledisplaysleep" 00:02:07  id:0x0x500009606 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleSystemSleep "com.apple.audio.context16970.preventuseridlesleep" 00:02:07  id:0x0x100009605 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleDisplaySleep "com.apple.audio.context16971.preventuseridledisplaysleep" 00:02:07  id:0x0x500009608 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleSystemSleep "com.apple.audio.context16971.preventuseridlesleep" 00:02:07  id:0x0x100009607 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleDisplaySleep "com.apple.audio.context16972.preventuseridledisplaysleep" 00:02:07  id:0x0x50000960a [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleSystemSleep "com.apple.audio.context16972.preventuseridlesleep" 00:02:07  id:0x0x100009609 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleDisplaySleep "com.apple.audio.context16973.preventuseridledisplaysleep" 00:02:07  id:0x0x50000960c [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleSystemSleep "com.apple.audio.context16973.preventuseridlesleep" 00:02:07  id:0x0x10000960b [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleDisplaySleep "com.apple.audio.context16974.preventuseridledisplaysleep" 00:02:07  id:0x0x50000960e [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleSystemSleep "com.apple.audio.context16974.preventuseridlesleep" 00:02:07  id:0x0x10000960d [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleDisplaySleep "com.apple.audio.context16975.preventuseridledisplaysleep" 00:02:07  id:0x0x500009610 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleSystemSleep "com.apple.audio.context16975.preventuseridlesleep" 00:02:07  id:0x0x10000960f [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleDisplaySleep "com.apple.audio.context16976.preventuseridledisplaysleep" 00:02:07  id:0x0x500009612 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleSystemSleep "com.apple.audio.context16976.preventuseridlesleep" 00:02:07  id:0x0x100009611 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleDisplaySleep "com.apple.audio.context16977.preventuseridledisplaysleep" 00:02:07  id:0x0x500009614 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleSystemSleep "com.apple.audio.context16977.preventuseridlesleep" 00:02:07  id:0x0x100009613 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleDisplaySleep "com.apple.audio.context16978.preventuseridledisplaysleep" 00:02:07  id:0x0x500009616 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleSystemSleep "com.apple.audio.context16978.preventuseridlesleep" 00:02:07  id:0x0x100009615 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleDisplaySleep "com.apple.audio.context16979.preventuseridledisplaysleep" 00:02:07  id:0x0x500009618 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:36:41 -0400 Assertions          	PID 428(coreaudiod) Released PreventUserIdleSystemSleep "com.apple.audio.context16979.preventuseridlesleep" 00:02:07  id:0x0x100009617 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:37:34 -0400 Assertions          	PID 806(useractivityd) Summary PreventUserIdleSystemSleep "BTLEAdvertisement.F82A9C41-408F-4B84-BFD3-FCEAE6648049" 00:00:03  id:0x0x100009647 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:37:34 -0400 Assertions          	PID 400(bluetoothd) Summary PreventUserIdleSystemSleep "com.apple.BTStack" 00:00:50  id:0x0x100009641 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:37:34 -0400 Assertions          	PID 96046(Google Chrome) Summary NoIdleSleepAssertion "Playing audio" 00:02:54  id:0x0x10000961a [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:37:34 -0400 Assertions          	PID 428(coreaudiod) Summary PreventUserIdleSystemSleep "com.apple.audio.BuiltInSpeakerDevice.context.preventuseridlesleep" 00:02:54  id:0x0x1000090a9 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:37:34 -0400 Assertions          	PID 657(sharingd) Summary PreventUserIdleSystemSleep "Handoff" 01:11:42  id:0x0x1000091d3 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:37:34 -0400 Assertions          	PID 428(coreaudiod) Summary PreventUserIdleSystemSleep "com.apple.audio.BuiltInSpeakerDevice.context.preventuseridlesleep" 01:11:46  id:0x0x100009071 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:37:34 -0400 Assertions          	PID 351(powerd) Summary PreventUserIdleSystemSleep "Powerd - Prevent sleep while display is on" 01:33:40  id:0x0x1000098ca [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:37:34 -0400 Assertions          	PID 60391(Claude) Summary NoIdleSleepAssertion "Electron" 15:06:54  id:0x0x1000089ba [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:37:34 -0400 Assertions          	PID 657(sharingd) Summary PreventUserIdleSystemSleep "AirDrop" 96:03:12  id:0x0x10000a509 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:37:34 -0400 Assertions          	PID 91023(caffeinate) Summary PreventUserIdleSystemSleep "caffeinate command-line tool" 133:16:44 id:0x0x1000089f7 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:37:34 -0400 Assertions          	PID 96046(Google Chrome) Summary NoDisplaySleepAssertion "Video Wake Lock" 00:01:10  id:0x0x50000963e [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:37:34 -0400 Assertions          	PID 351(powerd) Summary InternalPreventDisplaySleep "com.apple.powermanagement.delayDisplayOff" 00:01:10  id:0x0x100000842b [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:38:13 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:01:49  id:0x0x50000963e [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:38:13 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x50000964f [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:38:14 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:01  id:0x0x50000964f [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:38:14 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009650 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:38:16 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:01  id:0x0x500009650 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:38:16 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009651 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:38:27 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:01:43  id:0x0x100009641 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:38:57 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:41  id:0x0x500009651 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:38:57 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009659 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:39:09 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:12  id:0x0x500009659 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:39:12 -0400 Assertions          	PID 96046(Google Chrome) Released NoIdleSleepAssertion "Playing audio" 00:04:32  id:0x0x10000961a [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:39:19 -0400 Assertions          	PID 428(coreaudiod) TurnedOff PreventUserIdleSystemSleep "com.apple.audio.BuiltInSpeakerDevice.context.preventuseridlesleep" 00:04:39  id:0x0x1000090a9 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:39:50 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009661 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:40:02 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:12  id:0x0x500009661 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:40:02 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009664 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:40:13 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:10  id:0x0x500009664 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:40:13 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009666 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:42:03 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:03:31  id:0x0x100009653 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:42:21 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:02:08  id:0x0x500009666 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:42:21 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000096b3 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:42:29 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:08  id:0x0x5000096b3 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:42:32 -0400 Assertions          	PID 96046(Google Chrome) Released NoIdleSleepAssertion "Playing audio" 00:02:41  id:0x0x100009662 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:42:39 -0400 Assertions          	PID 428(coreaudiod) TurnedOff PreventUserIdleSystemSleep "com.apple.audio.BuiltInSpeakerDevice.context.preventuseridlesleep" 00:02:49  id:0x0x1000090a9 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:43:13 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000096dd [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:43:30 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:17  id:0x0x5000096dd [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:43:30 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000096e0 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:43:55 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:24  id:0x0x5000096e0 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:43:55 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000096e6 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:44:03 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:08  id:0x0x5000096e6 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:44:03 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000096ea [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:44:11 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:07  id:0x0x5000096ea [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:44:13 -0400 Assertions          	PID 96046(Google Chrome) Released NoIdleSleepAssertion "Playing audio" 00:01:00  id:0x0x1000096de [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:44:16 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000096ed [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:44:28 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:11  id:0x0x5000096ed [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:44:28 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000096f1 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:44:36 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:08  id:0x0x5000096f1 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:44:39 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000096f4 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:44:50 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:11  id:0x0x5000096f4 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:44:57 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000096f9 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:45:09 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:12  id:0x0x5000096f9 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:45:09 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000096fd [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:45:14 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:04  id:0x0x5000096fd [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:45:14 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x5000096fe [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:46:17 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:01:26  id:0x0x1000096f7 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:47:01 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:01:47  id:0x0x5000096fe [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:47:01 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x50000970c [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:47:16 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:14  id:0x0x50000970c [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:47:16 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x50000970f [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:47:19 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:02  id:0x0x50000970f [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:47:19 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009710 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:48:06 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:47  id:0x0x500009710 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
2026-09-15 08:48:06 -0400 Assertions          	PID 96046(Google Chrome) Created NoDisplaySleepAssertion "Video Wake Lock" 00:00:00  id:0x0x500009716 [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:48:16 -0400 Assertions          	PID 400(bluetoothd) Released PreventUserIdleSystemSleep "com.apple.BTStack" 00:01:06  id:0x0x10000970d [System: PrevIdle PrevDisp DeclUser IntPrevDisp kDisp]          
2026-09-15 08:48:31 -0400 Assertions          	PID 96046(Google Chrome) Released NoDisplaySleepAssertion "Video Wake Lock" 00:00:24  id:0x0x500009716 [System: PrevIdle DeclUser IntPrevDisp kDisp]          
